Origin,Destination,Date,Departure,Arrival,Duration,Changes,Single Price,Return Price,Status,direction,link
CBW,BFD,25082019,19:25,21:50,02:25,2,40.8,40.9,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/250819/0700/dep/250819/1830/dep
CBW,BFD,25082019,19:39,22:18,02:39,2,34.5,34.6,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/250819/0700/dep/250819/1830/dep
CBW,BFD,25082019,20:25,22:50,02:25,2,40.8,40.9,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/250819/0700/dep/250819/1830/dep
BFD,RYE,25082019,07:42,10:46,03:04,3,37.9,38.1,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/250819/0700/dep/250819/1830/dep
BFD,RYE,25082019,08:16,10:46,02:30,3,44.0,44.5,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/250819/0700/dep/250819/1830/dep
BFD,RYE,25082019,08:42,11:46,03:04,3,37.9,38.1,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/250819/0700/dep/250819/1830/dep
BFD,RYE,25082019,09:16,11:46,02:30,3,44.0,44.5,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/250819/0700/dep/250819/1830/dep
BFD,RYE,25082019,09:42,12:46,03:04,3,37.9,38.1,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/250819/0700/dep/250819/1830/dep
RYE,BFD,25082019,18:48,21:18,02:30,3,44.0,44.5,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/250819/0700/dep/250819/1830/dep
RYE,BFD,25082019,18:48,21:50,03:02,2,37.9,38.1,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/250819/0700/dep/250819/1830/dep
RYE,BFD,25082019,19:48,22:18,02:30,3,44.0,44.5,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/250819/0700/dep/250819/1830/dep
RYE,BFD,25082019,19:48,22:50,03:02,2,37.9,38.1,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/250819/0700/dep/250819/1830/dep
RYE,BFD,25082019,20:48,23:18,02:30,3,44.0,44.5,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/250819/0700/dep/250819/1830/dep
BFD,DVP,25082019,07:42,10:35,02:53,2,40.1,40.2,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/250819/0700/dep/250819/1830/dep
BFD,DVP,25082019,08:16,10:41,02:25,2,46.4,46.5,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/250819/0700/dep/250819/1830/dep
BFD,DVP,25082019,08:42,11:35,02:53,2,40.1,40.2,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/250819/0700/dep/250819/1830/dep
BFD,DVP,25082019,09:16,11:41,02:25,2,46.4,46.5,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/250819/0700/dep/250819/1830/dep
BFD,DVP,25082019,09:42,12:35,02:53,2,40.1,40.2,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/250819/0700/dep/250819/1830/dep
DVP,BFD,25082019,18:49,21:18,02:29,2,46.4,46.5,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/250819/0700/dep/250819/1830/dep
DVP,BFD,25082019,18:58,21:50,02:52,2,40.1,40.2,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/250819/0700/dep/250819/1830/dep
DVP,BFD,25082019,19:49,22:18,02:29,2,46.4,46.5,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/250819/0700/dep/250819/1830/dep
DVP,BFD,25082019,19:58,22:50,02:52,2,40.1,40.2,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/250819/0700/dep/250819/1830/dep
DVP,BFD,25082019,20:49,23:18,02:29,2,46.4,46.5,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/250819/0700/dep/250819/1830/dep
BFD,NRW,25082019,07:42,11:27,03:45,2,15.9,62.5,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/NRW/250819/0700/dep/250819/1830/dep
BFD,NRW,25082019,08:16,12:13,03:57,3,61.5,62.5,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/NRW/250819/0700/dep/250819/1830/dep
BFD,NRW,25082019,08:42,12:27,03:45,2,15.9,62.5,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/NRW/250819/0700/dep/250819/1830/dep
BFD,NRW,25082019,09:16,12:52,03:36,2,15.9,62.5,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/NRW/250819/0700/dep/250819/1830/dep
BFD,NRW,25082019,09:42,13:27,03:45,2,21.2,62.5,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/NRW/250819/0700/dep/250819/1830/dep
NRW,BFD,25082019,19:00,22:18,03:18,2,15.9,62.5,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/NRW/250819/0700/dep/250819/1830/dep
NRW,BFD,25082019,20:00,23:18,03:18,2,15.9,62.5,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/NRW/250819/0700/dep/250819/1830/dep
NRW,BFD,25082019,20:03,23:49,03:46,3,61.5,62.5,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/NRW/250819/0700/dep/250819/1830/dep
NRW,BFD,25082019,22:00,06:23,08:23,3,61.5,62.5,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/NRW/250819/0700/dep/250819/1830/dep
BFD,BRI,25082019,07:42,10:57,03:15,2,20.0,65.9,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BRI/250819/0700/dep/250819/1830/dep
BFD,BRI,25082019,08:16,11:44,03:28,3,38.1,65.9,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BRI/250819/0700/dep/250819/1830/dep
BFD,BRI,25082019,08:42,11:56,03:14,2,23.5,65.9,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BRI/250819/0700/dep/250819/1830/dep
BFD,BRI,25082019,08:42,12:10,03:28,1,38.1,65.9,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BRI/250819/0700/dep/250819/1830/dep
BFD,BRI,25082019,09:16,12:49,03:33,3,64.9,65.9,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BRI/250819/0700/dep/250819/1830/dep
BRI,BFD,25082019,18:25,21:42,03:17,3,17.5,65.9,bus service,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BRI/250819/0700/dep/250819/1830/dep
BRI,BFD,25082019,18:25,21:50,03:25,2,20.0,65.9,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BRI/250819/0700/dep/250819/1830/dep
BRI,BFD,25082019,18:50,22:16,03:26,4,20.0,65.9,bus service,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BRI/250819/0700/dep/250819/1830/dep
BRI,BFD,25082019,18:50,22:18,03:28,2,23.5,65.9,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BRI/250819/0700/dep/250819/1830/dep
BRI,BFD,25082019,19:25,22:42,03:17,3,17.5,65.9,bus service,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BRI/250819/0700/dep/250819/1830/dep
BFD,BMH,25082019,08:16,10:35,02:19,1,17.4,45.7,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/250819/0700/dep/250819/1830/dep
BFD,BMH,25082019,08:42,11:26,02:44,2,42.4,45.7,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/250819/0700/dep/250819/1830/dep
BFD,BMH,25082019,09:16,11:35,02:19,1,17.4,45.7,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/250819/0700/dep/250819/1830/dep
BFD,BMH,25082019,09:42,12:26,02:44,2,42.4,45.7,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/250819/0700/dep/250819/1830/dep
BFD,BMH,25082019,10:16,12:34,02:18,1,17.4,45.7,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/250819/0700/dep/250819/1830/dep
BMH,BFD,25082019,18:50,21:18,02:28,1,17.4,45.7,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/250819/0700/dep/250819/1830/dep
BMH,BFD,25082019,19:06,21:50,02:44,1,12.5,45.7,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/250819/0700/dep/250819/1830/dep
BMH,BFD,25082019,19:50,22:18,02:28,1,17.4,45.7,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/250819/0700/dep/250819/1830/dep
BMH,BFD,25082019,20:06,22:50,02:44,1,12.5,45.7,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/250819/0700/dep/250819/1830/dep
BMH,BFD,25082019,21:06,23:49,02:43,1,12.5,45.7,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/250819/0700/dep/250819/1830/dep
BFD,SAL,26082019,07:24,09:20,01:56,1,21.9,38.9,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/260819/0700/dep/260819/1830/dep
BFD,SAL,26082019,07:54,09:42,01:48,1,13.2,38.9,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/260819/0700/dep/260819/1830/dep
BFD,SAL,26082019,08:24,10:21,01:57,1,10.0,38.9,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/260819/0700/dep/260819/1830/dep
BFD,SAL,26082019,08:54,10:42,01:48,1,10.0,38.9,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/260819/0700/dep/260819/1830/dep
BFD,SAL,26082019,09:24,11:20,01:56,1,10.0,38.9,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/260819/0700/dep/260819/1830/dep
SAL,BFD,26082019,18:47,20:52,02:05,2,39.2,38.9,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/260819/0700/dep/260819/1830/dep
SAL,BFD,26082019,19:21,21:07,01:46,1,21.9,38.9,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/260819/0700/dep/260819/1830/dep
SAL,BFD,26082019,19:47,21:52,02:05,2,13.2,38.9,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/260819/0700/dep/260819/1830/dep
BFD,CBG,26082019,07:24,09:30,02:06,2,27.2,30.2,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/260819/0700/dep/260819/1830/dep
BFD,CBG,26082019,07:54,10:03,02:09,2,27.2,30.2,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/260819/0700/dep/260819/1830/dep
BFD,CBG,26082019,08:24,10:30,02:06,2,27.2,30.2,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/260819/0700/dep/260819/1830/dep
BFD,CBG,26082019,08:54,11:02,02:08,2,27.2,30.2,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/260819/0700/dep/260819/1830/dep
BFD,CBG,26082019,09:24,11:33,02:09,2,27.2,30.2,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/260819/0700/dep/260819/1830/dep
CBG,BFD,26082019,18:45,20:52,02:07,2,27.2,30.2,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/260819/0700/dep/260819/1830/dep
CBG,BFD,26082019,19:14,21:22,02:08,2,27.2,30.2,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/260819/0700/dep/260819/1830/dep
CBG,BFD,26082019,19:44,21:52,02:08,2,27.2,30.2,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/260819/0700/dep/260819/1830/dep
CBG,BFD,26082019,20:14,22:22,02:08,2,27.2,30.2,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/260819/0700/dep/260819/1830/dep
CBG,BFD,26082019,20:45,22:52,02:07,2,27.2,30.2,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/260819/0700/dep/260819/1830/dep
BFD,BTH,26082019,07:23,09:59,02:36,2,33.5,58.2,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BTH/260819/0700/dep/260819/1830/dep
BFD,BTH,26082019,07:53,10:29,02:36,2,33.5,58.2,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BTH/260819/0700/dep/260819/1830/dep
BFD,BTH,26082019,08:23,10:55,02:32,2,26.0,58.2,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BTH/260819/0700/dep/260819/1830/dep
BFD,BTH,26082019,08:53,11:28,02:35,2,23.0,58.2,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BTH/260819/0700/dep/260819/1830/dep
BFD,BTH,26082019,08:54,11:48,02:54,2,37.1,40.0,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BTH/260819/0700/dep/260819/1830/dep
BTH,BFD,26082019,18:43,21:23,02:40,2,19.5,58.2,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BTH/260819/0700/dep/260819/1830/dep
BTH,BFD,26082019,19:43,22:23,02:40,2,17.0,58.2,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BTH/260819/0700/dep/260819/1830/dep
BTH,BFD,26082019,19:54,23:22,03:28,2,41.4,40.0,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BTH/260819/0700/dep/260819/1830/dep
BTH,BFD,26082019,20:43,23:23,02:40,2,17.0,58.2,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BTH/260819/0700/dep/260819/1830/dep
BFD,CBW,26082019,07:24,09:53,02:29,3,40.8,40.9,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/260819/0700/dep/260819/1830/dep
BFD,CBW,26082019,07:54,10:08,02:14,2,40.8,40.9,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/260819/0700/dep/260819/1830/dep
BFD,CBW,26082019,08:09,10:53,02:44,2,34.5,34.6,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/260819/0700/dep/260819/1830/dep
BFD,CBW,26082019,08:24,10:53,02:29,3,40.8,40.9,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/260819/0700/dep/260819/1830/dep
BFD,CBW,26082019,08:54,11:08,02:14,2,40.8,40.9,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/260819/0700/dep/260819/1830/dep
CBW,BFD,26082019,18:25,20:37,02:12,2,40.8,40.9,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/260819/0700/dep/260819/1830/dep
CBW,BFD,26082019,18:42,21:07,02:25,3,40.8,40.9,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/260819/0700/dep/260819/1830/dep
CBW,BFD,26082019,18:42,21:22,02:40,2,34.5,34.6,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/260819/0700/dep/260819/1830/dep
CBW,BFD,26082019,19:25,21:37,02:12,2,40.8,40.9,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/260819/0700/dep/260819/1830/dep
CBW,BFD,26082019,19:42,22:07,02:25,3,40.8,40.9,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/260819/0700/dep/260819/1830/dep
BFD,RYE,26082019,07:24,09:46,02:22,3,44.0,44.5,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/260819/0700/dep/260819/1830/dep
BFD,RYE,26082019,08:24,10:46,02:22,3,44.0,44.5,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/260819/0700/dep/260819/1830/dep
BFD,RYE,26082019,09:24,11:46,02:22,3,44.0,44.5,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/260819/0700/dep/260819/1830/dep
BFD,RYE,26082019,10:24,12:46,02:22,3,44.0,44.5,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/260819/0700/dep/260819/1830/dep
BFD,RYE,26082019,11:24,13:46,02:22,3,44.0,44.5,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/260819/0700/dep/260819/1830/dep
RYE,BFD,26082019,18:48,21:07,02:19,3,44.0,44.5,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/260819/0700/dep/260819/1830/dep
RYE,BFD,26082019,18:48,22:22,03:34,2,37.9,44.5,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/260819/0700/dep/260819/1830/dep
RYE,BFD,26082019,19:47,22:07,02:20,3,44.0,44.5,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/260819/0700/dep/260819/1830/dep
RYE,BFD,26082019,19:47,23:22,03:35,2,37.9,44.5,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/260819/0700/dep/260819/1830/dep
RYE,BFD,26082019,20:48,23:22,02:34,3,44.0,44.5,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/260819/0700/dep/260819/1830/dep
BFD,DVP,26082019,07:24,09:41,02:17,2,46.4,46.5,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/260819/0700/dep/260819/1830/dep
BFD,DVP,26082019,07:54,10:33,02:39,3,46.4,46.5,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/260819/0700/dep/260819/1830/dep
BFD,DVP,26082019,07:54,10:39,02:45,2,40.1,40.2,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/260819/0700/dep/260819/1830/dep
BFD,DVP,26082019,08:24,10:41,02:17,2,46.4,46.5,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/260819/0700/dep/260819/1830/dep
BFD,DVP,26082019,08:54,11:33,02:39,3,46.4,46.5,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/260819/0700/dep/260819/1830/dep
DVP,BFD,26082019,18:49,21:07,02:18,2,46.4,46.5,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/260819/0700/dep/260819/1830/dep
DVP,BFD,26082019,18:58,21:37,02:39,3,46.4,46.5,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/260819/0700/dep/260819/1830/dep
DVP,BFD,26082019,18:58,21:52,02:54,2,40.1,40.2,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/260819/0700/dep/260819/1830/dep
DVP,BFD,26082019,19:49,22:07,02:18,2,46.4,46.5,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/260819/0700/dep/260819/1830/dep
DVP,BFD,26082019,19:58,22:52,02:54,2,40.1,40.2,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/260819/0700/dep/260819/1830/dep
BFD,NRW,26082019,07:24,10:50,03:26,2,15.9,62.5,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/NRW/260819/0700/dep/260819/1830/dep
BFD,NRW,26082019,08:09,11:27,03:18,2,15.9,62.5,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/NRW/260819/0700/dep/260819/1830/dep
BFD,NRW,26082019,08:24,11:50,03:26,2,15.9,62.5,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/NRW/260819/0700/dep/260819/1830/dep
BFD,NRW,26082019,09:09,12:27,03:18,2,15.9,62.5,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/NRW/260819/0700/dep/260819/1830/dep
BFD,NRW,26082019,09:24,12:30,03:06,2,61.5,62.5,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/NRW/260819/0700/dep/260819/1830/dep
NRW,BFD,26082019,18:30,21:52,03:22,2,15.9,62.5,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/NRW/260819/0700/dep/260819/1830/dep
NRW,BFD,26082019,19:00,22:22,03:22,2,15.9,62.5,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/NRW/260819/0700/dep/260819/1830/dep
NRW,BFD,26082019,20:00,23:22,03:22,2,15.9,62.5,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/NRW/260819/0700/dep/260819/1830/dep
NRW,BFD,26082019,21:00,00:22,03:22,2,15.9,62.5,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/NRW/260819/0700/dep/260819/1830/dep
BFD,BRI,26082019,07:23,10:13,02:50,2,34.8,60.3,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BRI/260819/0700/dep/260819/1830/dep
BFD,BRI,26082019,07:53,10:43,02:50,2,34.8,60.3,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BRI/260819/0700/dep/260819/1830/dep
BFD,BRI,26082019,08:23,11:09,02:46,2,26.5,60.3,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BRI/260819/0700/dep/260819/1830/dep
BFD,BRI,26082019,08:53,11:43,02:50,2,23.5,60.3,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BRI/260819/0700/dep/260819/1830/dep
BRI,BFD,26082019,18:30,21:23,02:53,2,20.0,60.3,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BRI/260819/0700/dep/260819/1830/dep
BRI,BFD,26082019,18:36,21:23,02:47,3,17.5,60.3,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BRI/260819/0700/dep/260819/1830/dep
BRI,BFD,26082019,19:30,22:23,02:53,2,17.5,60.3,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BRI/260819/0700/dep/260819/1830/dep
BRI,BFD,26082019,19:35,23:22,03:47,2,42.8,65.9,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BRI/260819/0700/dep/260819/1830/dep
BRI,BFD,26082019,19:40,22:23,02:43,3,17.5,60.3,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BRI/260819/0700/dep/260819/1830/dep
BFD,BMH,26082019,07:39,10:00,02:21,1,12.5,45.7,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/260819/0700/dep/260819/1830/dep
BFD,BMH,26082019,07:54,10:13,02:19,2,42.4,45.7,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/260819/0700/dep/260819/1830/dep
BFD,BMH,26082019,08:39,11:00,02:21,1,12.5,45.7,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/260819/0700/dep/260819/1830/dep
BFD,BMH,26082019,08:54,11:13,02:19,2,42.4,45.7,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/260819/0700/dep/260819/1830/dep
BFD,BMH,26082019,09:39,12:00,02:21,1,17.4,45.7,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/260819/0700/dep/260819/1830/dep
BMH,BFD,26082019,18:45,21:07,02:22,2,35.4,45.7,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/260819/0700/dep/260819/1830/dep
BMH,BFD,26082019,19:22,21:52,02:30,1,17.4,45.7,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/260819/0700/dep/260819/1830/dep
BMH,BFD,26082019,19:45,22:23,02:38,2,50.1,45.7,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/260819/0700/dep/260819/1830/dep
BMH,BFD,26082019,20:22,22:52,02:30,1,17.4,45.7,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/260819/0700/dep/260819/1830/dep
BFD,SAL,31082019,07:24,09:20,01:56,1,10.0,38.9,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/310819/0700/dep/310819/1830/dep
BFD,SAL,31082019,07:54,09:42,01:48,1,16.5,38.9,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/310819/0700/dep/310819/1830/dep
BFD,SAL,31082019,08:24,10:20,01:56,1,10.0,38.9,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/310819/0700/dep/310819/1830/dep
BFD,SAL,31082019,08:54,10:42,01:48,1,16.5,38.9,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/310819/0700/dep/310819/1830/dep
BFD,SAL,31082019,09:24,11:20,01:56,1,10.0,38.9,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/310819/0700/dep/310819/1830/dep
SAL,BFD,31082019,18:47,20:52,02:05,2,39.2,38.9,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/310819/0700/dep/310819/1830/dep
SAL,BFD,31082019,19:21,21:07,01:46,1,16.5,38.9,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/310819/0700/dep/310819/1830/dep
SAL,BFD,31082019,19:47,21:52,02:05,2,10.0,38.9,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/310819/0700/dep/310819/1830/dep
BFD,CBG,31082019,07:24,09:30,02:06,2,27.2,30.2,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/310819/0700/dep/310819/1830/dep
BFD,CBG,31082019,07:54,10:02,02:08,2,27.2,30.2,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/310819/0700/dep/310819/1830/dep
BFD,CBG,31082019,08:24,10:30,02:06,2,27.2,30.2,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/310819/0700/dep/310819/1830/dep
BFD,CBG,31082019,08:54,11:02,02:08,2,27.2,30.2,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/310819/0700/dep/310819/1830/dep
BFD,CBG,31082019,09:24,11:30,02:06,2,27.2,30.2,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/310819/0700/dep/310819/1830/dep
CBG,BFD,31082019,18:44,20:52,02:08,2,27.2,30.2,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/310819/0700/dep/310819/1830/dep
CBG,BFD,31082019,19:14,21:22,02:08,2,27.2,30.2,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/310819/0700/dep/310819/1830/dep
