Origin,Destination,Date,Departure,Arrival,Duration,Changes,Single Price,Return Price,Status,direction,link
BFD,BMH,04082019,08:19,11:23,03:04,1,12.5,45.7,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/040819/0700/dep/040819/1830/dep
BFD,BMH,04082019,08:42,11:26,02:44,2,42.4,45.7,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/040819/0700/dep/040819/1830/dep
BFD,BMH,04082019,09:19,12:23,03:04,1,12.5,45.7,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/040819/0700/dep/040819/1830/dep
BMH,BFD,04082019,18:50,21:18,02:28,1,17.4,45.7,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/040819/0700/dep/040819/1830/dep
BMH,BFD,04082019,19:06,21:49,02:43,1,12.5,45.7,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/040819/0700/dep/040819/1830/dep
BMH,BFD,04082019,19:50,22:18,02:28,1,17.4,45.7,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/040819/0700/dep/040819/1830/dep
BMH,BFD,04082019,20:06,22:49,02:43,1,12.5,45.7,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/040819/0700/dep/040819/1830/dep
BMH,BFD,04082019,21:06,23:49,02:43,1,17.4,45.7,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/040819/0700/dep/040819/1830/dep
BFD,SAL,10082019,07:24,09:20,01:56,1,10.0,38.9,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/100819/0700/dep/100819/1830/dep
BFD,SAL,10082019,07:54,09:42,01:48,1,21.9,38.9,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/100819/0700/dep/100819/1830/dep
BFD,SAL,10082019,08:24,10:20,01:56,1,18.5,38.9,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/100819/0700/dep/100819/1830/dep
BFD,SAL,10082019,08:54,10:42,01:48,1,25.7,38.9,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/100819/0700/dep/100819/1830/dep
BFD,SAL,10082019,09:24,11:20,01:56,1,10.0,38.9,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/100819/0700/dep/100819/1830/dep
SAL,BFD,10082019,18:47,20:52,02:05,2,39.2,38.9,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/100819/0700/dep/100819/1830/dep
SAL,BFD,10082019,19:21,21:07,01:46,1,21.9,38.9,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/100819/0700/dep/100819/1830/dep
SAL,BFD,10082019,19:47,21:52,02:05,2,13.2,38.9,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/100819/0700/dep/100819/1830/dep
BFD,CBG,10082019,07:24,09:30,02:06,2,27.2,30.2,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/100819/0700/dep/100819/1830/dep
BFD,CBG,10082019,07:54,10:02,02:08,2,27.2,30.2,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/100819/0700/dep/100819/1830/dep
BFD,CBG,10082019,08:24,10:30,02:06,2,27.2,30.2,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/100819/0700/dep/100819/1830/dep
BFD,CBG,10082019,08:54,11:02,02:08,2,27.2,30.2,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/100819/0700/dep/100819/1830/dep
BFD,CBG,10082019,09:24,11:30,02:06,2,27.2,30.2,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/100819/0700/dep/100819/1830/dep
CBG,BFD,10082019,18:44,20:52,02:08,2,27.2,30.2,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/100819/0700/dep/100819/1830/dep
CBG,BFD,10082019,19:14,21:22,02:08,2,27.2,30.2,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/100819/0700/dep/100819/1830/dep
CBG,BFD,10082019,19:44,21:52,02:08,2,27.2,30.2,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/100819/0700/dep/100819/1830/dep
CBG,BFD,10082019,20:14,22:22,02:08,2,27.2,30.2,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/100819/0700/dep/100819/1830/dep
CBG,BFD,10082019,20:44,22:52,02:08,2,27.2,30.2,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/100819/0700/dep/100819/1830/dep
BFD,BTH,10082019,07:23,09:59,02:36,2,19.5,58.2,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BTH/100819/0700/dep/100819/1830/dep
BFD,BTH,10082019,07:53,10:24,02:31,2,29.0,58.2,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BTH/100819/0700/dep/100819/1830/dep
BFD,BTH,10082019,08:23,11:00,02:37,2,29.0,58.2,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BTH/100819/0700/dep/100819/1830/dep
BFD,BTH,10082019,08:53,11:24,02:31,2,29.0,58.2,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BTH/100819/0700/dep/100819/1830/dep
BFD,BTH,10082019,08:54,11:50,02:56,1,37.1,40.0,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BTH/100819/0700/dep/100819/1830/dep
BTH,BFD,10082019,18:43,21:23,02:40,2,19.5,58.2,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BTH/100819/0700/dep/100819/1830/dep
BTH,BFD,10082019,19:43,22:23,02:40,2,19.5,58.2,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BTH/100819/0700/dep/100819/1830/dep
BTH,BFD,10082019,19:54,22:52,02:58,2,41.4,40.0,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BTH/100819/0700/dep/100819/1830/dep
BTH,BFD,10082019,20:49,23:23,02:34,2,19.5,58.2,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BTH/100819/0700/dep/100819/1830/dep
BTH,BFD,10082019,22:45,07:44,08:59,3,64.9,65.9,bus service,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BTH/100819/0700/dep/100819/1830/dep
BFD,CBW,10082019,07:24,09:53,02:29,3,40.8,40.9,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/100819/0700/dep/100819/1830/dep
BFD,CBW,10082019,07:54,10:08,02:14,2,40.8,40.9,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/100819/0700/dep/100819/1830/dep
BFD,CBW,10082019,08:09,10:53,02:44,2,34.5,34.6,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/100819/0700/dep/100819/1830/dep
BFD,CBW,10082019,08:24,10:53,02:29,3,40.8,40.9,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/100819/0700/dep/100819/1830/dep
BFD,CBW,10082019,08:24,11:00,02:36,3,34.5,34.6,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/100819/0700/dep/100819/1830/dep
CBW,BFD,10082019,18:25,20:37,02:12,2,40.8,40.9,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/100819/0700/dep/100819/1830/dep
CBW,BFD,10082019,18:42,21:07,02:25,2,34.5,34.6,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/100819/0700/dep/100819/1830/dep
CBW,BFD,10082019,19:25,21:37,02:12,2,40.8,40.9,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/100819/0700/dep/100819/1830/dep
CBW,BFD,10082019,19:42,22:07,02:25,2,34.5,34.6,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/100819/0700/dep/100819/1830/dep
CBW,BFD,10082019,20:25,22:52,02:27,2,40.8,40.9,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/100819/0700/dep/100819/1830/dep
BFD,RYE,10082019,07:24,09:46,02:22,3,44.0,44.5,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/100819/0700/dep/100819/1830/dep
BFD,RYE,10082019,07:54,10:46,02:52,2,37.9,38.1,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/100819/0700/dep/100819/1830/dep
BFD,RYE,10082019,08:24,10:46,02:22,3,44.0,44.5,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/100819/0700/dep/100819/1830/dep
BFD,RYE,10082019,08:54,11:45,02:51,2,37.9,38.1,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/100819/0700/dep/100819/1830/dep
BFD,RYE,10082019,09:24,11:46,02:22,3,44.0,44.5,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/100819/0700/dep/100819/1830/dep
RYE,BFD,10082019,18:47,21:07,02:20,3,44.0,44.5,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/100819/0700/dep/100819/1830/dep
RYE,BFD,10082019,18:47,21:37,02:50,3,37.9,38.1,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/100819/0700/dep/100819/1830/dep
RYE,BFD,10082019,19:47,22:07,02:20,3,44.0,44.5,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/100819/0700/dep/100819/1830/dep
RYE,BFD,10082019,19:47,22:52,03:05,2,37.9,38.1,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/100819/0700/dep/100819/1830/dep
RYE,BFD,10082019,20:47,23:22,02:35,3,44.0,44.5,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/100819/0700/dep/100819/1830/dep
BFD,DVP,10082019,07:24,09:41,02:17,2,46.4,46.5,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/100819/0700/dep/100819/1830/dep
BFD,DVP,10082019,07:39,10:33,02:54,2,40.1,40.2,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/100819/0700/dep/100819/1830/dep
BFD,DVP,10082019,07:54,10:33,02:39,3,46.4,46.5,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/100819/0700/dep/100819/1830/dep
BFD,DVP,10082019,07:54,10:39,02:45,2,40.1,40.2,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/100819/0700/dep/100819/1830/dep
BFD,DVP,10082019,08:24,10:41,02:17,2,46.4,46.5,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/100819/0700/dep/100819/1830/dep
DVP,BFD,10082019,18:49,21:07,02:18,2,46.4,46.5,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/100819/0700/dep/100819/1830/dep
DVP,BFD,10082019,18:58,21:37,02:39,2,40.1,40.2,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/100819/0700/dep/100819/1830/dep
DVP,BFD,10082019,19:49,22:07,02:18,2,46.4,46.5,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/100819/0700/dep/100819/1830/dep
DVP,BFD,10082019,19:58,22:52,02:54,2,40.1,40.2,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/100819/0700/dep/100819/1830/dep
DVP,BFD,10082019,20:49,23:22,02:33,2,46.4,46.5,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/100819/0700/dep/100819/1830/dep
BFD,NRW,10082019,07:24,10:50,03:26,2,15.9,62.5,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/NRW/100819/0700/dep/100819/1830/dep
BFD,NRW,10082019,08:09,11:27,03:18,2,15.9,62.5,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/NRW/100819/0700/dep/100819/1830/dep
BFD,NRW,10082019,08:24,11:50,03:26,2,15.9,62.5,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/NRW/100819/0700/dep/100819/1830/dep
BFD,NRW,10082019,09:09,12:27,03:18,2,15.9,62.5,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/NRW/100819/0700/dep/100819/1830/dep
BFD,NRW,10082019,09:24,12:30,03:06,2,21.2,62.5,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/NRW/100819/0700/dep/100819/1830/dep
NRW,BFD,10082019,18:30,21:52,03:22,2,15.9,62.5,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/NRW/100819/0700/dep/100819/1830/dep
NRW,BFD,10082019,19:00,22:22,03:22,2,15.9,62.5,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/NRW/100819/0700/dep/100819/1830/dep
NRW,BFD,10082019,20:00,23:22,03:22,2,15.9,62.5,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/NRW/100819/0700/dep/100819/1830/dep
NRW,BFD,10082019,21:00,00:22,03:22,2,15.9,62.5,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/NRW/100819/0700/dep/100819/1830/dep
NRW,BFD,10082019,22:00,07:44,09:44,3,61.5,62.5,bus service,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/NRW/100819/0700/dep/100819/1830/dep
BFD,BRI,10082019,07:23,10:14,02:51,2,20.0,60.3,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BRI/100819/0700/dep/100819/1830/dep
BFD,BRI,10082019,07:53,10:39,02:46,2,30.0,60.3,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BRI/100819/0700/dep/100819/1830/dep
BFD,BRI,10082019,08:23,11:15,02:52,2,30.0,60.3,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BRI/100819/0700/dep/100819/1830/dep
BFD,BRI,10082019,08:53,11:39,02:46,2,30.0,60.3,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BRI/100819/0700/dep/100819/1830/dep
BFD,BRI,10082019,08:54,12:10,03:16,1,38.1,41.2,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BRI/100819/0700/dep/100819/1830/dep
BRI,BFD,10082019,18:30,21:23,02:53,2,20.0,60.3,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BRI/100819/0700/dep/100819/1830/dep
BRI,BFD,10082019,18:41,21:23,02:42,3,26.5,60.3,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BRI/100819/0700/dep/100819/1830/dep
BRI,BFD,10082019,19:30,22:23,02:53,2,20.0,60.3,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BRI/100819/0700/dep/100819/1830/dep
BRI,BFD,10082019,19:35,22:52,03:17,2,42.8,41.2,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BRI/100819/0700/dep/100819/1830/dep
BRI,BFD,10082019,19:41,22:23,02:42,3,26.5,60.3,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BRI/100819/0700/dep/100819/1830/dep
BFD,BMH,10082019,07:39,10:00,02:21,1,17.4,45.7,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/100819/0700/dep/100819/1830/dep
BFD,BMH,10082019,07:54,10:13,02:19,2,42.4,45.7,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/100819/0700/dep/100819/1830/dep
BFD,BMH,10082019,08:39,11:00,02:21,1,17.4,45.7,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/100819/0700/dep/100819/1830/dep
BFD,BMH,10082019,08:54,11:13,02:19,2,42.4,45.7,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/100819/0700/dep/100819/1830/dep
BFD,BMH,10082019,09:39,12:00,02:21,1,17.4,45.7,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/100819/0700/dep/100819/1830/dep
BMH,BFD,10082019,18:47,21:07,02:20,2,35.4,45.7,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/100819/0700/dep/100819/1830/dep
BMH,BFD,10082019,19:22,21:52,02:30,1,17.4,45.7,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/100819/0700/dep/100819/1830/dep
BMH,BFD,10082019,20:22,22:52,02:30,1,17.4,45.7,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/100819/0700/dep/100819/1830/dep
BMH,BFD,10082019,20:59,23:22,02:23,2,17.4,45.7,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BMH/100819/0700/dep/100819/1830/dep
BFD,SAL,11082019,07:05,09:46,02:41,2,10.0,38.9,bus service,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/110819/0700/dep/110819/1830/dep
BFD,SAL,11082019,08:05,10:48,02:43,2,10.0,38.9,bus service,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/110819/0700/dep/110819/1830/dep
BFD,SAL,11082019,09:05,11:45,02:40,2,10.0,38.9,bus service,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/110819/0700/dep/110819/1830/dep
BFD,SAL,11082019,10:05,12:46,02:41,2,10.0,38.9,bus service,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/110819/0700/dep/110819/1830/dep
BFD,SAL,11082019,11:43,13:45,02:02,1,10.0,33.8,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/110819/0700/dep/110819/1830/dep
SAL,BFD,11082019,18:27,20:18,01:51,1,30.5,33.8,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/110819/0700/dep/110819/1830/dep
SAL,BFD,11082019,18:52,20:49,01:57,1,13.2,33.8,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/110819/0700/dep/110819/1830/dep
SAL,BFD,11082019,19:27,21:18,01:51,1,30.5,33.8,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/110819/0700/dep/110819/1830/dep
SAL,BFD,11082019,20:27,22:18,01:51,1,10.0,33.8,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/110819/0700/dep/110819/1830/dep
SAL,BFD,11082019,21:27,23:18,01:51,1,10.0,33.8,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/SAL/110819/0700/dep/110819/1830/dep
BFD,CBG,11082019,07:05,10:19,03:14,3,27.2,30.2,bus service,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/110819/0700/dep/110819/1830/dep
BFD,CBG,11082019,08:05,10:58,02:53,3,27.2,30.2,bus service,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/110819/0700/dep/110819/1830/dep
BFD,CBG,11082019,09:05,11:58,02:53,3,27.2,30.2,bus service,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/110819/0700/dep/110819/1830/dep
BFD,CBG,11082019,10:05,12:58,02:53,3,27.2,30.2,bus service,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/110819/0700/dep/110819/1830/dep
BFD,CBG,11082019,11:43,13:58,02:15,2,27.2,30.2,Warning,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/110819/0700/dep/110819/1830/dep
CBG,BFD,11082019,18:43,20:49,02:06,2,27.2,30.2,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/110819/0700/dep/110819/1830/dep
CBG,BFD,11082019,18:51,21:18,02:27,2,27.2,30.2,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/110819/0700/dep/110819/1830/dep
CBG,BFD,11082019,19:32,21:49,02:17,2,27.2,30.2,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/110819/0700/dep/110819/1830/dep
CBG,BFD,11082019,19:51,22:18,02:27,2,27.2,30.2,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/110819/0700/dep/110819/1830/dep
CBG,BFD,11082019,20:32,22:49,02:17,2,27.2,30.2,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBG/110819/0700/dep/110819/1830/dep
BFD,BTH,11082019,07:44,10:42,02:58,2,19.5,58.2,bus service,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BTH/110819/0700/dep/110819/1830/dep
BFD,BTH,11082019,08:44,11:44,03:00,2,26.0,58.2,bus service,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BTH/110819/0700/dep/110819/1830/dep
BFD,BTH,11082019,09:44,12:44,03:00,3,26.0,58.2,bus service,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BTH/110819/0700/dep/110819/1830/dep
BFD,BTH,11082019,09:44,13:41,03:57,2,26.0,58.2,bus service,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BTH/110819/0700/dep/110819/1830/dep
BFD,BTH,11082019,10:05,13:41,03:36,3,29.5,65.9,bus service,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BTH/110819/0700/dep/110819/1830/dep
BTH,BFD,11082019,19:06,21:42,02:36,2,26.0,58.2,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BTH/110819/0700/dep/110819/1830/dep
BTH,BFD,11082019,20:06,22:42,02:36,2,19.5,58.2,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BTH/110819/0700/dep/110819/1830/dep
BTH,BFD,11082019,21:16,23:42,02:26,2,19.5,58.2,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BTH/110819/0700/dep/110819/1830/dep
BTH,BFD,11082019,22:23,06:52,08:29,2,64.9,65.9,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/BTH/110819/0700/dep/110819/1830/dep
BFD,CBW,11082019,07:05,10:08,03:03,3,40.8,40.9,bus service,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/110819/0700/dep/110819/1830/dep
BFD,CBW,11082019,07:05,10:50,03:45,3,34.5,34.6,bus service,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/110819/0700/dep/110819/1830/dep
BFD,CBW,11082019,08:05,11:08,03:03,3,40.8,40.9,bus service,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/110819/0700/dep/110819/1830/dep
BFD,CBW,11082019,08:05,11:50,03:45,3,34.5,34.6,bus service,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/110819/0700/dep/110819/1830/dep
BFD,CBW,11082019,09:05,12:08,03:03,3,40.8,40.9,bus service,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/110819/0700/dep/110819/1830/dep
CBW,BFD,11082019,18:25,20:49,02:24,2,40.8,40.9,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/110819/0700/dep/110819/1830/dep
CBW,BFD,11082019,18:43,21:18,02:35,2,34.5,34.6,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/110819/0700/dep/110819/1830/dep
CBW,BFD,11082019,19:25,21:49,02:24,2,40.8,40.9,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/110819/0700/dep/110819/1830/dep
CBW,BFD,11082019,19:39,22:18,02:39,2,34.5,34.6,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/110819/0700/dep/110819/1830/dep
CBW,BFD,11082019,20:25,22:49,02:24,2,40.8,40.9,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/CBW/110819/0700/dep/110819/1830/dep
BFD,RYE,11082019,07:05,10:46,03:41,4,37.9,38.1,bus service,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/110819/0700/dep/110819/1830/dep
BFD,RYE,11082019,08:05,11:46,03:41,4,37.9,38.1,bus service,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/110819/0700/dep/110819/1830/dep
BFD,RYE,11082019,09:05,12:46,03:41,4,37.9,38.1,bus service,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/110819/0700/dep/110819/1830/dep
BFD,RYE,11082019,10:05,13:46,03:41,4,37.9,38.1,bus service,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/110819/0700/dep/110819/1830/dep
BFD,RYE,11082019,11:43,14:46,03:03,3,37.9,38.1,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/110819/0700/dep/110819/1830/dep
RYE,BFD,11082019,18:48,21:18,02:30,3,44.0,44.5,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/110819/0700/dep/110819/1830/dep
RYE,BFD,11082019,18:48,21:49,03:01,3,37.9,38.1,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/110819/0700/dep/110819/1830/dep
RYE,BFD,11082019,19:48,22:18,02:30,3,44.0,44.5,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/110819/0700/dep/110819/1830/dep
RYE,BFD,11082019,19:48,22:49,03:01,3,37.9,38.1,OK,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/110819/0700/dep/110819/1830/dep
RYE,BFD,11082019,20:48,23:18,02:30,3,44.0,44.5,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/RYE/110819/0700/dep/110819/1830/dep
BFD,DVP,11082019,07:05,10:35,03:30,3,40.1,40.2,bus service,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/110819/0700/dep/110819/1830/dep
BFD,DVP,11082019,08:05,11:35,03:30,3,40.1,40.2,bus service,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/110819/0700/dep/110819/1830/dep
BFD,DVP,11082019,09:05,12:35,03:30,3,40.1,40.2,bus service,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/110819/0700/dep/110819/1830/dep
BFD,DVP,11082019,10:05,13:35,03:30,3,40.1,40.2,bus service,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/110819/0700/dep/110819/1830/dep
BFD,DVP,11082019,11:43,14:35,02:52,2,40.1,40.2,OK,Onwards,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/110819/0700/dep/110819/1830/dep
DVP,BFD,11082019,18:49,21:18,02:29,2,46.4,46.5,Warning,Return,http://ojp.nationalrail.co.uk/service/timesandfares/BFD/DVP/110819/0700/dep/110819/1830/dep
