Origin,Destination,Date,Price
BFD,WIN,24-07-2019,23.7
BFD,WIN,25-07-2019,25.9
BFD,WIN,26-07-2019,25.9
BFD,WIN,27-07-2019,19.0
BFD,WIN,28-07-2019,19.0
BFD,WIN,29-07-2019,19.0
BFD,WIN,30-07-2019,21.5
BFD,WIN,31-07-2019,19.0
BFD,WIN,01-08-2019,19.0
BFD,WIN,02-08-2019,19.0
BFD,WIN,03-08-2019,19.0
BFD,WIN,04-08-2019,19.0
BFD,WIN,05-08-2019,19.0
BFD,WIN,06-08-2019,19.0
BFD,WIN,07-08-2019,19.0
BFD,WIN,08-08-2019,21.5
BFD,WIN,09-08-2019,19.0
BFD,WIN,10-08-2019,19.0
BFD,WIN,11-08-2019,19.0
BFD,WIN,12-08-2019,19.0
BFD,WIN,13-08-2019,19.0
BFD,WIN,14-08-2019,19.0
BFD,WIN,15-08-2019,19.0
BFD,WIN,16-08-2019,19.0
BFD,WIN,17-08-2019,19.0
BFD,WIN,18-08-2019,19.0
BFD,WIN,19-08-2019,19.0
BFD,WIN,24-08-2019,19.0
BFD,WIN,25-08-2019,19.0
BFD,WIN,26-08-2019,19.0
BFD,WIN,31-08-2019,19.0
BFD,WIN,01-09-2019,19.0
BFD,WIN,07-09-2019,19.0
BFD,WIN,08-09-2019,19.0
BFD,WIN,14-09-2019,19.0
BFD,WIN,15-09-2019,19.0
